Finish,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,E,DP,Fld%,BatAge,RA/G,ERA,G,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,W
2,4.8,161,6264,5605,772,1493,316,29,198,739,46,35,520,1131,0.266,0.334,0.439,0.773,113,129,0.981,30,4.63,4.15,161,3,9,48,1448,1412,745,667,146,544,1259,1.351,7.83,0.91,113,129,0.981,30.9,82
5,4.07,162,5983,5420,659,1296,266,15,195,632,54,23,451,1454,0.239,0.304,0.402,0.705,74,101,0.987,26.7,5.9,5.84,162,1,5,26,1402,1518,956,910,258,563,1234,1.484,7.92,1.66,74,101,0.987,28.1,52
5,4.5,162,6189,5596,729,1379,252,25,213,698,84,30,462,1435,0.246,0.31,0.415,0.725,108,155,0.982,26.5,6.06,5.59,162,0,5,27,1443,1544,981,897,305,561,1248,1.459,7.78,1.9,108,155,0.982,27.3,54
5,3.84,162,6034,5507,622,1317,242,15,188,593,81,22,422,1412,0.239,0.298,0.391,0.689,104,159,0.982,28.4,5.51,5.18,162,2,7,28,1431,1552,892,824,234,589,1203,1.496,7.57,1.47,104,159,0.982,27.1,47
5,4.59,162,6140,5650,743,1469,269,12,232,713,32,13,392,1412,0.26,0.312,0.435,0.747,94,175,0.984,28.6,5.19,4.97,162,1,10,35,1441,1505,841,795,242,579,1233,1.446,7.7,1.51,94,175,0.984,28.2,75
2,4.59,162,6089,5524,744,1413,265,6,253,710,19,13,468,1324,0.256,0.317,0.443,0.76,80,165,0.987,28.5,4.41,4.22,162,1,9,54,1432,1408,715,671,183,545,1248,1.364,7.84,1.15,80,165,0.987,27.9,89
3,4.4,162,6007,5485,713,1370,246,20,217,686,44,25,418,1331,0.25,0.307,0.421,0.728,77,134,0.987,27.9,4.28,4.05,162,0,10,43,1434.2,1406,693,646,174,483,1233,1.317,7.73,1.09,77,134,0.987,28.3,81
1,4.35,162,6130,5596,705,1434,264,16,211,681,44,20,401,1285,0.256,0.311,0.422,0.734,87,156,0.986,28.3,3.66,3.43,162,3,13,53,1461.1,1342,593,557,151,472,1174,1.241,7.23,0.93,87,156,0.986,27.7,96
3,4.6,162,6144,5620,745,1460,298,14,212,719,79,29,416,1125,0.26,0.313,0.431,0.744,54,165,0.991,27.8,4.38,4.2,162,2,6,57,1453,1438,709,678,202,473,1169,1.315,7.24,1.25,54,165,0.991,27.9,85
2,4.4,162,6160,5560,712,1375,270,16,214,677,58,29,480,1315,0.247,0.311,0.417,0.728,106,151,0.983,28,4.35,3.9,162,1,10,55,1483,1433,705,642,184,481,1177,1.291,7.14,1.12,106,151,0.983,27.6,93
5,4.37,162,6156,5585,708,1434,273,13,191,684,81,25,452,1120,0.257,0.316,0.413,0.729,110,159,0.982,28.3,5.31,4.89,162,3,7,32,1446.2,1568,860,786,210,535,1044,1.454,6.49,1.31,110,159,0.982,28.2,69
5,3.78,162,6109,5554,613,1440,264,21,133,577,76,34,424,1056,0.259,0.316,0.386,0.702,105,141,0.982,28.6,4.85,4.59,162,3,7,35,1436.1,1508,785,733,186,520,1007,1.412,6.31,1.17,105,141,0.982,28.4,66
5,4.57,162,6233,5618,741,1508,307,19,160,708,76,37,517,1013,0.268,0.332,0.415,0.747,90,151,0.985,28.7,5.41,5.15,162,2,3,31,1429,1633,876,817,218,546,933,1.525,5.88,1.37,90,151,0.985,28.1,64
5,4.86,161,6211,5559,782,1486,322,30,172,750,81,37,533,990,0.267,0.333,0.429,0.762,100,163,0.983,30.1,5.4,5.13,161,4,4,35,1422,1538,869,810,184,687,922,1.565,5.84,1.16,100,163,0.983,27.9,68
4,4.67,162,6264,5631,756,1529,306,30,142,718,144,42,500,939,0.272,0.333,0.412,0.746,79,155,0.987,30.4,5.36,5.17,162,4,9,30,1438.2,1491,868,827,161,696,1087,1.52,6.8,1.01,79,155,0.987,29,69
4,4.74,162,6240,5610,768,1556,288,20,164,727,121,32,474,878,0.277,0.339,0.424,0.763,102,156,0.983,30.4,5.55,5.35,162,5,9,35,1419,1579,899,843,216,613,1016,1.545,6.44,1.37,102,156,0.983,27.9,70
4,4.5,162,6135,5551,729,1492,296,27,189,700,83,37,447,902,0.269,0.327,0.434,0.761,107,154,0.982,31.5,4.94,4.56,162,2,9,38,1427.2,1458,800,724,180,580,1052,1.428,6.63,1.13,107,154,0.982,28.3,74
3,5.2,162,6431,5736,842,1614,319,18,169,803,101,41,528,949,0.281,0.345,0.432,0.776,110,161,0.982,30.5,5.12,4.7,162,8,10,27,1455.1,1488,830,760,159,687,1090,1.495,6.74,0.98,110,161,0.982,27.4,78
4,4.56,163,6241,5665,743,1516,277,24,152,695,89,36,431,902,0.268,0.323,0.405,0.729,105,164,0.983,29.3,5.03,4.76,163,9,3,41,1449.2,1579,820,767,198,526,981,1.452,6.09,1.23,105,164,0.983,29.2,71
4,4.12,162,6096,5491,667,1353,311,27,165,636,110,48,452,993,0.246,0.309,0.403,0.712,91,173,0.985,29.2,4.77,4.46,162,8,3,31,1450.2,1491,773,719,208,549,967,1.406,6,1.29,91,173,0.985,27.8,67
4,4.24,162,6151,5472,687,1359,262,24,136,663,133,53,514,989,0.248,0.319,0.38,0.699,125,137,0.979,30.2,5.12,4.67,162,10,6,31,1432.1,1504,829,744,194,528,938,1.419,5.89,1.22,125,137,0.979,27.6,63
1,5.29,162,6213,5507,857,1336,288,36,222,810,88,42,585,1542,0.243,0.321,0.429,0.75,80,130,0.986,27.7,4.02,3.67,162,1,13,42,1455.2,1264,651,593,184,436,1478,1.168,9.14,1.14,80,130,0.986,28.8,100
2,4.75,162,6285,5628,769,1427,291,29,217,730,94,37,542,1493,0.254,0.325,0.431,0.757,87,126,0.985,27.2,4.05,3.65,162,0,12,46,1474.1,1274,656,598,181,453,1621,1.171,9.9,1.1,87,126,0.985,27.8,96
3,4.42,162,6195,5475,716,1415,274,43,150,664,128,51,540,1388,0.258,0.333,0.406,0.74,85,136,0.986,27.1,3.99,3.74,162,0,14,52,1448.1,1236,646,602,164,501,1421,1.199,8.83,1.02,85,136,0.986,27.1,90
3,4.28,162,6147,5478,694,1340,226,32,228,671,88,34,545,1538,0.245,0.317,0.422,0.739,100,129,0.983,28.3,4.35,3.97,162,0,9,53,1445,1324,704,638,193,503,1352,1.264,8.42,1.2,100,129,0.983,27.6,80
5,4.15,162,6046,5481,672,1333,288,32,216,647,60,37,449,1482,0.243,0.307,0.426,0.733,94,129,0.984,27.7,4.4,4.2,162,1,8,42,1426.1,1395,713,665,210,491,1357,1.322,8.56,1.33,94,129,0.984,26.9,68
4,3.98,162,6071,5485,644,1383,278,32,167,612,87,45,436,1310,0.252,0.314,0.406,0.72,95,118,0.984,28.5,3.96,3.74,162,1,12,60,1453.1,1314,642,604,175,477,1355,1.232,8.39,1.08,95,118,0.984,26.7,80
4,3.78,162,6205,5516,612,1361,263,24,117,586,63,27,527,1124,0.247,0.317,0.367,0.684,88,96,0.985,29.3,3.86,3.56,162,3,22,37,1463.2,1292,625,579,145,482,1437,1.212,8.84,0.89,88,96,0.985,28.4,77
2,4.29,163,6242,5538,700,1421,296,23,165,670,73,38,589,1171,0.257,0.329,0.408,0.737,59,147,0.99,29.5,3.96,3.74,163,9,17,42,1464,1315,646,608,153,482,1310,1.227,8.05,0.94,59,147,0.99,29,92
3,4.3,162,6105,5398,697,1293,250,30,175,665,134,44,571,1323,0.24,0.317,0.394,0.711,114,155,0.981,29.7,3.56,3.19,162,7,15,50,1459.2,1233,577,518,139,469,1383,1.166,8.53,0.86,114,155,0.981,28.1,90
2,4.36,162,6152,5436,707,1324,273,37,172,674,155,62,571,1193,0.244,0.322,0.402,0.724,73,138,0.988,28.2,3.79,3.58,162,15,13,32,1449,1263,614,577,161,504,1143,1.219,7.1,1,73,138,0.988,27.8,91
1,4.95,162,6270,5439,802,1343,295,37,160,769,172,47,672,1292,0.247,0.333,0.403,0.736,85,134,0.986,27.5,4.01,3.78,162,6,12,51,1453.2,1347,649,611,175,478,1189,1.255,7.36,1.08,85,134,0.986,28,96
3,4.96,162,6223,5462,803,1434,297,36,199,765,194,61,642,1229,0.263,0.343,0.439,0.782,98,135,0.983,27.8,4.65,4.33,162,3,5,41,1427.1,1421,754,686,183,515,1125,1.356,7.09,1.15,98,135,0.983,28.4,84
1,4.78,162,6312,5541,774,1443,284,37,180,735,142,50,626,1224,0.26,0.34,0.422,0.762,90,153,0.985,27,4.14,3.82,162,7,12,52,1457.2,1349,671,618,166,526,1143,1.286,7.06,1.02,90,153,0.985,27.5,97
5,4.83,162,6280,5593,782,1500,291,36,187,750,131,48,545,1324,0.268,0.336,0.433,0.769,117,155,0.98,25.9,5.83,5.53,162,2,2,28,1429.2,1649,944,879,199,568,1194,1.551,7.52,1.25,117,155,0.98,27,66
5,4.25,162,6041,5474,689,1395,267,33,190,650,134,52,441,1106,0.255,0.314,0.42,0.733,116,156,0.981,27.3,5.28,4.96,162,3,7,33,1420.1,1600,856,782,180,606,979,1.553,6.2,1.14,116,156,0.981,27,61
5,4.63,162,6120,5552,750,1519,289,40,157,717,151,49,412,990,0.274,0.329,0.425,0.754,124,139,0.979,27.5,5.78,5.39,162,1,4,43,1421.2,1570,936,851,194,615,949,1.537,6.01,1.23,124,139,0.979,27.4,67
4,4.43,161,6098,5483,714,1416,278,46,145,685,132,42,469,944,0.258,0.32,0.405,0.725,119,139,0.98,28.1,5.23,4.81,161,3,5,35,1417,1459,842,757,192,580,923,1.439,5.86,1.22,119,139,0.98,27.5,70
5,4.41,162,6212,5654,715,1501,298,38,137,678,142,42,420,1030,0.265,0.32,0.404,0.724,103,158,0.983,26.3,5.26,4.93,162,7,7,30,1436.2,1454,852,787,196,639,877,1.457,5.49,1.23,103,158,0.983,26.4,63
5,4.18,161,6198,5604,673,1418,297,35,133,640,102,45,456,1115,0.253,0.314,0.39,0.704,126,168,0.979,27.1,5.7,5.29,161,12,3,25,1440.1,1567,918,846,215,620,925,1.518,5.78,1.34,126,168,0.979,26.9,55
5,4.15,162,6104,5524,672,1426,311,21,121,645,115,52,456,1116,0.258,0.32,0.388,0.707,139,144,0.977,28.1,5.48,4.94,162,1,6,30,1423.2,1513,887,781,207,569,1030,1.462,6.51,1.31,139,144,0.977,26.9,62
2,4.39,162,6060,5331,711,1266,213,12,222,666,63,18,621,1482,0.237,0.322,0.407,0.729,98,112,0.983,29.3,4.13,3.74,162,3,13,47,1435.1,1243,669,596,196,492,1569,1.209,9.84,1.23,98,112,0.983,29.3,92
1,5.82,162,6245,5583,943,1493,290,17,306,904,55,22,569,1437,0.267,0.339,0.49,0.829,102,135,0.982,28.3,4.56,4.31,162,1,9,50,1443,1374,739,691,248,507,1534,1.304,9.57,1.55,102,135,0.982,30.2,103
2,5.25,162,6271,5515,851,1374,269,23,267,821,63,21,625,1421,0.249,0.329,0.451,0.781,94,95,0.984,27.2,4.13,3.78,162,2,11,49,1456.1,1311,669,611,177,494,1634,1.239,10.1,1.09,94,95,0.984,28.8,100
2,5.3,162,6354,5594,858,1463,266,23,241,821,90,22,616,1386,0.262,0.339,0.447,0.785,95,102,0.984,28.6,4.07,3.72,162,2,7,36,1448.2,1248,660,599,192,504,1560,1.209,9.69,1.19,95,102,0.984,27.8,91
4,4.2,162,6059,5458,680,1378,245,20,183,647,72,22,475,1188,0.252,0.315,0.405,0.72,86,116,0.985,30.1,4.33,4.16,162,0,10,48,1428.1,1358,702,660,214,444,1393,1.262,8.78,1.35,86,116,0.985,27.9,84
2,4.72,162,6268,5567,764,1397,272,19,212,737,63,25,554,1227,0.251,0.323,0.421,0.744,93,135,0.985,31.4,4.31,4.03,162,3,4,48,1457.2,1416,698,652,182,474,1370,1.297,8.46,1.12,93,135,0.985,27.4,87
2,3.91,162,6082,5497,633,1349,247,26,147,591,112,26,452,1133,0.245,0.307,0.38,0.687,92,107,0.984,32.8,4.1,3.75,162,5,10,48,1453,1392,664,605,164,398,1370,1.232,8.49,1.02,92,107,0.984,29.3,84
3,4.01,162,6045,5449,650,1321,247,24,144,614,115,31,466,1214,0.242,0.307,0.376,0.683,69,139,0.988,31.9,4.14,3.94,162,7,10,49,1447.1,1452,671,633,171,437,1233,1.305,7.67,1.06,69,139,0.988,31.8,85
1,4.96,162,6231,5524,804,1462,280,13,245,774,93,27,565,1176,0.265,0.337,0.453,0.79,75,135,0.987,32.9,4.12,3.84,162,6,9,51,1445.1,1401,668,617,190,431,1318,1.268,8.21,1.18,75,135,0.987,30.3,95
1,5.35,162,6306,5518,867,1452,267,33,222,836,147,46,627,1138,0.263,0.343,0.444,0.788,102,141,0.983,30.6,4.06,3.73,162,5,8,47,1458.1,1423,657,605,152,507,1222,1.323,7.54,0.94,102,141,0.983,31,97
2,5.3,162,6379,5567,859,1485,275,32,201,823,103,30,662,1136,0.267,0.35,0.436,0.786,69,161,0.988,30.4,4.28,4.06,162,3,8,39,1442.1,1349,693,651,179,540,1154,1.31,7.2,1.12,69,161,0.988,30.3,95
1,5.65,162,6449,5660,915,1604,325,21,244,881,111,28,663,1014,0.283,0.362,0.478,0.839,86,131,0.985,30.7,4.65,4.26,162,3,8,51,1450,1386,753,687,181,574,1260,1.352,7.82,1.12,86,131,0.985,29.3,103
3,4.87,162,6257,5572,789,1512,289,20,180,758,118,39,535,1015,0.271,0.342,0.427,0.769,83,141,0.986,31.4,4.49,4.28,162,1,11,42,1441.2,1478,727,685,143,489,1141,1.364,7.12,0.89,83,141,0.986,30.6,89
2,5.98,162,6528,5717,968,1656,326,32,201,929,123,40,637,991,0.29,0.366,0.463,0.829,88,174,0.985,30.8,4.8,4.49,162,1,5,34,1450.2,1498,777,724,150,578,1009,1.431,6.26,0.93,88,174,0.985,31.4,94
1,5.74,162,6455,5651,930,1608,327,21,210,902,139,35,649,1053,0.285,0.363,0.461,0.824,104,145,0.983,30.9,4.73,4.41,162,5,8,43,1443.2,1463,767,708,170,496,1019,1.357,6.35,1.06,104,145,0.983,32.5,97
1,5.47,162,6406,5624,886,1552,259,16,229,847,84,27,637,989,0.276,0.355,0.45,0.805,95,151,0.984,32.4,4.87,4.52,162,8,14,46,1430.2,1495,789,718,164,463,985,1.369,6.2,1.03,95,151,0.984,34.2,95
1,5.54,162,6364,5527,897,1483,281,20,242,863,84,33,670,982,0.268,0.353,0.458,0.811,99,148,0.984,32.3,4.99,4.69,162,1,5,59,1443.2,1532,808,752,182,445,1058,1.369,6.6,1.13,99,148,0.984,32.9,101
1,5.38,163,6431,5605,877,1518,304,14,230,845,98,33,684,1042,0.271,0.356,0.453,0.81,114,126,0.981,30.4,4.39,4.02,163,8,12,49,1462,1512,716,653,145,375,1119,1.291,6.89,0.89,114,126,0.981,33.7,101
1,5.57,161,6377,5601,897,1540,314,12,223,857,100,38,640,1171,0.275,0.354,0.455,0.809,127,117,0.979,30,4.33,3.87,161,9,11,53,1452,1441,697,625,144,403,1135,1.27,7.04,0.89,127,117,0.979,33.1,103
1,4.99,161,6233,5577,804,1488,289,20,203,774,161,53,519,1035,0.267,0.334,0.435,0.769,109,132,0.982,31.3,4.43,4.02,161,7,9,57,1451.1,1429,713,649,158,465,1266,1.305,7.85,0.98,109,132,0.982,30.9,95
4,5.22,162,6070,5476,846,1455,285,13,262,816,81,20,496,1218,0.266,0.33,0.466,0.797,90,122,0.984,26.8,4.09,3.91,162,1,14,34,1405.1,1257,663,610,209,473,1468,1.231,9.4,1.34,90,122,0.984,29.1,91
4,4.48,162,6091,5493,726,1299,270,21,247,697,51,20,509,1514,0.236,0.305,0.428,0.733,96,141,0.984,25.9,5.11,4.79,162,1,7,33,1440.1,1450,828,767,228,604,1332,1.426,8.32,1.42,96,141,0.984,28,67
4,4.38,162,6076,5477,709,1336,320,16,217,680,47,30,499,1387,0.244,0.312,0.427,0.739,101,138,0.983,29,5.14,4.85,162,0,3,39,1433.2,1476,832,772,208,551,1298,1.414,8.15,1.31,101,138,0.983,29.3,73
4,4.28,162,6154,5499,693,1320,269,5,222,661,53,24,542,1327,0.24,0.312,0.412,0.724,92,145,0.985,31,4.84,4.42,162,2,6,45,1465,1460,784,720,203,549,1372,1.371,8.43,1.25,92,145,0.985,28.8,76
2,4.69,162,6233,5479,759,1358,276,18,221,728,54,24,632,1362,0.248,0.33,0.426,0.755,88,144,0.986,30.1,4.11,3.78,162,0,10,43,1459.1,1340,666,613,183,461,1314,1.234,8.1,1.13,88,144,0.986,29.8,89
1,5.5,162,6232,5509,891,1480,308,17,232,852,88,23,570,1151,0.269,0.34,0.457,0.797,88,145,0.985,29.6,4.14,3.8,162,7,10,34,1441,1353,670,609,173,397,1117,1.214,6.98,1.08,88,145,0.985,29.2,93
3,4.46,162,6167,5549,723,1435,282,24,177,690,78,21,502,1151,0.259,0.323,0.414,0.736,87,130,0.985,29.2,4.23,4,162,3,16,45,1443,1400,686,642,151,490,1199,1.31,7.48,0.94,87,130,0.985,29.6,83
5,4.4,162,6152,5537,712,1398,273,24,185,669,112,41,510,1123,0.252,0.318,0.411,0.729,111,145,0.982,29,4.67,4.25,162,4,11,39,1452,1451,756,685,195,500,1208,1.344,7.49,1.21,111,145,0.982,30.9,74
4,4.42,162,6094,5487,716,1346,247,22,198,677,123,41,473,1251,0.245,0.309,0.407,0.716,101,167,0.984,27.8,4.84,4.64,162,5,11,29,1443.2,1439,784,745,204,574,1142,1.394,7.12,1.27,101,167,0.984,27.8,73
4,4.59,162,6210,5559,743,1384,285,34,186,704,131,52,525,1184,0.249,0.317,0.413,0.73,110,148,0.982,28.3,4.7,4.32,162,7,10,33,1458.2,1433,761,700,179,540,1169,1.353,7.21,1.1,110,148,0.982,27.6,81
4,4.66,162,6072,5495,755,1364,319,21,257,732,58,20,471,1164,0.248,0.312,0.454,0.766,92,172,0.985,29.3,4.49,4.22,162,5,11,45,1440.2,1407,728,676,150,539,1184,1.351,7.4,0.94,92,172,0.985,28,85
4,4.93,162,6362,5696,798,1516,339,13,209,766,73,23,548,1028,0.266,0.333,0.44,0.773,76,168,0.988,29.9,4.76,4.47,162,10,10,25,1451,1509,771,720,181,551,1181,1.42,7.33,1.12,76,168,0.988,28.4,75
4,4.41,162,6191,5503,714,1453,303,32,126,681,80,27,521,938,0.264,0.331,0.399,0.731,84,137,0.986,31,3.77,3.49,162,15,13,44,1446.2,1330,610,561,134,467,1184,1.242,7.37,0.83,84,137,0.986,28.6,86
3,4.65,162,6197,5536,753,1434,344,24,165,719,57,22,533,1044,0.259,0.327,0.419,0.746,102,160,0.984,30.5,4.31,4,162,11,9,44,1448.2,1383,699,644,157,479,1067,1.285,6.63,0.98,102,160,0.984,27.3,83
2,4.99,162,6241,5596,809,1591,348,27,199,778,65,33,514,906,0.284,0.348,0.463,0.811,99,157,0.984,28.6,4.65,4.37,162,6,6,42,1428.1,1447,754,694,185,504,1076,1.366,6.78,1.17,99,157,0.984,28.1,87
3,4.78,162,6233,5581,775,1480,307,39,136,735,72,35,486,955,0.265,0.331,0.407,0.738,95,154,0.985,28,4.35,4.06,162,9,8,35,1447,1475,705,653,185,444,958,1.326,5.96,1.15,95,154,0.985,28.2,80
5,4.47,161,6178,5531,719,1438,290,34,145,680,58,31,513,1083,0.26,0.328,0.403,0.732,91,150,0.985,28,5.11,4.91,161,6,11,37,1421,1505,823,775,181,608,956,1.487,6.05,1.15,91,150,0.985,28.6,67
3,5.52,162,6364,5661,894,1580,357,33,190,853,37,25,546,1081,0.279,0.349,0.455,0.803,117,161,0.981,28.4,5.1,4.69,162,14,6,35,1435,1560,826,748,184,485,984,1.425,6.17,1.15,117,161,0.981,29,86
3,5.02,162,6230,5581,813,1457,305,38,187,771,71,18,522,1142,0.261,0.327,0.43,0.757,107,159,0.982,27.2,5.11,4.8,162,6,6,41,1438.1,1504,828,767,177,590,991,1.456,6.2,1.11,107,159,0.982,27.4,78
3,4.73,162,6284,5663,767,1489,287,36,195,728,156,55,470,1094,0.263,0.325,0.43,0.755,97,184,0.985,28.2,4.65,4.28,162,7,10,41,1462.2,1553,753,696,165,490,1041,1.397,6.41,1.02,97,184,0.985,28.5,80
1,4.91,161,6056,5363,790,1307,269,20,239,762,59,19,549,1453,0.244,0.319,0.435,0.754,71,104,0.988,28.2,4.07,3.88,161,2,18,40,1410.2,1237,656,608,183,516,1417,1.243,9.04,1.17,71,104,0.988,29.5,88
1,5.28,162,6302,5560,855,1432,277,29,249,824,89,28,619,1467,0.258,0.336,0.452,0.789,78,154,0.987,28,4.59,4.19,162,1,8,44,1450.2,1421,743,675,203,548,1393,1.357,8.64,1.26,78,154,0.987,27.5,97
1,4.69,162,6251,5582,759,1433,314,29,175,717,90,36,511,1290,0.257,0.324,0.417,0.742,80,134,0.986,27.4,4.06,3.75,162,2,11,40,1456.2,1236,657,607,153,635,1423,1.284,8.79,0.95,80,134,0.986,27.7,90
3,4.52,162,6216,5584,732,1467,289,26,165,706,77,31,474,1184,0.263,0.326,0.412,0.738,97,137,0.984,28.6,5.07,4.72,162,0,6,36,1441.1,1463,821,756,192,584,1258,1.42,7.86,1.2,97,137,0.984,29.4,72
5,4.03,161,6192,5514,649,1404,295,27,122,615,75,34,502,1240,0.255,0.321,0.384,0.705,101,134,0.983,28.9,4.84,4.51,161,1,9,39,1447.2,1414,779,725,177,547,1227,1.355,7.63,1.1,101,134,0.983,26.4,68
4,3.54,162,6034,5420,573,1361,251,18,100,548,69,33,471,1107,0.251,0.314,0.359,0.674,90,186,0.985,28.8,4.69,4.41,162,3,10,44,1425.1,1462,760,698,170,550,1148,1.412,7.25,1.07,90,186,0.985,26.6,67
2,3.54,162,6064,5468,573,1316,240,22,123,545,95,33,472,1369,0.241,0.305,0.36,0.665,85,143,0.986,26.8,3.69,3.38,162,5,13,54,1455,1369,597,547,121,472,1301,1.265,8.05,0.75,85,143,0.986,27.3,79
1,4.25,162,6133,5441,688,1354,247,21,181,656,64,31,542,1384,0.249,0.321,0.402,0.723,85,141,0.986,26.8,3.38,3.18,162,1,12,53,1450.1,1326,548,512,127,409,1232,1.196,7.65,0.79,85,141,0.986,27.2,96
2,4.32,162,6126,5425,700,1341,263,30,149,660,101,32,567,1289,0.247,0.32,0.389,0.709,86,147,0.986,28.5,3.7,3.42,162,5,16,47,1445.1,1310,600,549,145,464,1232,1.227,7.67,0.9,86,147,0.986,27.6,94
2,3.96,162,6169,5528,641,1345,244,16,173,606,77,44,504,1260,0.243,0.308,0.387,0.695,83,131,0.987,28.9,3.73,3.48,162,3,16,52,1479.2,1332,605,572,125,521,1332,1.252,8.1,0.76,83,131,0.987,28.4,89
2,4.56,162,6252,5463,738,1411,312,25,139,699,63,29,634,1140,0.258,0.339,0.401,0.74,126,166,0.98,28.6,3.88,3.56,162,2,9,41,1439.1,1326,629,569,126,505,1241,1.272,7.76,0.79,126,166,0.98,30.1,91
3,4.54,162,6335,5539,735,1459,300,20,149,700,58,26,602,1064,0.263,0.339,0.405,0.744,96,159,0.985,28.8,3.96,3.57,162,3,10,38,1462.2,1399,641,581,119,530,1232,1.319,7.58,0.73,96,159,0.985,28.9,86
4,4.65,162,6368,5604,753,1514,316,33,130,721,58,27,618,1023,0.27,0.345,0.408,0.753,107,149,0.983,27.2,4.8,4.46,162,2,7,26,1440.2,1439,778,714,156,586,1076,1.406,6.72,0.97,107,149,0.983,28.6,72
3,5,162,6374,5689,810,1562,328,27,176,781,64,30,534,1149,0.275,0.339,0.435,0.774,107,141,0.983,27.7,4.52,4.11,162,1,6,36,1456.1,1442,733,665,172,537,1106,1.359,6.83,1.06,107,141,0.983,29.4,84
3,5.24,162,6284,5583,849,1510,312,26,222,818,52,35,526,1169,0.27,0.337,0.455,0.791,99,146,0.984,27.5,4.97,4.6,162,6,6,38,1441.1,1529,805,736,183,572,1049,1.458,6.55,1.14,99,146,0.984,29.4,79
1,4.75,162,6186,5486,769,1453,308,37,184,733,92,32,534,1084,0.265,0.333,0.435,0.768,86,170,0.986,28.1,4.16,3.98,162,8,12,38,1443.2,1487,674,639,145,520,929,1.39,5.79,0.9,86,170,0.986,28.6,90
1,4.96,162,6339,5570,803,1503,304,37,178,767,86,32,587,1158,0.27,0.343,0.434,0.777,116,171,0.981,28.9,4.12,3.74,162,4,13,48,1450,1475,668,603,154,523,1025,1.378,6.36,0.96,116,171,0.981,30.1,96
1,5.6,162,6378,5670,907,1608,321,31,235,872,68,22,545,933,0.284,0.349,0.475,0.824,121,166,0.981,30.3,4.57,4.1,162,4,7,51,1456.1,1425,740,663,147,555,992,1.36,6.13,0.91,121,166,0.981,31.1,101
1,4.4,161,6224,5495,708,1428,280,25,164,669,76,39,558,1028,0.26,0.331,0.409,0.741,114,170,0.982,30.6,3.51,3.13,161,3,15,57,1467.1,1302,565,511,123,554,1058,1.265,6.49,0.75,114,170,0.982,31.1,101
1,4.5,162,6152,5498,729,1432,263,24,174,696,85,46,493,1039,0.26,0.324,0.412,0.736,103,133,0.983,30.3,3.97,3.59,162,5,13,41,1447.1,1363,643,578,153,499,1133,1.287,7.05,0.95,103,133,0.983,31.1,88
3,3.93,162,5856,5210,636,1243,228,18,176,604,54,26,495,1392,0.239,0.315,0.391,0.705,95,121,0.983,28.2,4.12,3.9,162,2,8,41,1379.1,1221,668,597,190,475,1453,1.23,9.48,1.24,95,121,0.983,29.5,77
3,4.88,162,6290,5624,791,1445,280,17,242,767,56,27,516,1384,0.257,0.328,0.442,0.77,99,129,0.983,27.9,4.55,4.24,162,3,12,38,1461,1405,737,688,204,500,1520,1.304,9.36,1.26,99,129,0.983,28.6,86
4,4.17,162,6177,5468,676,1282,265,34,170,649,71,39,566,1404,0.234,0.312,0.389,0.701,88,121,0.985,28.4,4.36,4.07,162,3,15,41,1460.2,1364,707,661,185,484,1446,1.265,8.91,1.14,88,121,0.985,28,77
4,4.54,162,6169,5510,735,1379,286,28,224,713,58,23,529,1291,0.25,0.32,0.434,0.755,92,125,0.984,28.9,5.33,5.01,162,2,5,34,1434.2,1538,863,799,220,593,1374,1.485,8.62,1.38,92,125,0.984,27.5,70
2,4.14,162,6115,5459,671,1342,240,19,218,649,42,18,517,1302,0.246,0.316,0.417,0.733,90,138,0.985,29.5,3.81,3.57,162,1,13,55,1447,1397,617,574,152,439,1396,1.269,8.68,0.95,90,138,0.985,28.4,87
1,4.22,162,6145,5527,683,1351,295,17,177,654,51,25,488,1290,0.244,0.312,0.4,0.712,88,131,0.986,28.6,3.78,3.43,162,1,14,50,1462.2,1341,613,557,152,383,1337,1.179,8.23,0.94,88,131,0.986,28.2,90
2,3.88,162,6145,5472,629,1306,275,19,125,602,101,34,516,1264,0.239,0.308,0.364,0.673,104,158,0.983,28.4,3.81,3.49,162,1,11,42,1463.2,1370,618,568,141,509,1303,1.284,8.01,0.87,104,158,0.983,28.9,79
3,3.82,162,6207,5559,619,1318,263,32,130,593,114,35,512,1384,0.237,0.306,0.366,0.672,93,127,0.985,28.3,4.22,3.77,162,4,10,40,1476.2,1442,684,618,152,458,1209,1.287,7.37,0.93,93,127,0.985,29.1,74
4,4.01,162,6091,5450,650,1357,286,21,139,625,79,38,503,1250,0.249,0.316,0.386,0.701,101,135,0.983,27.9,4.38,4.09,162,7,13,36,1434,1368,709,651,161,488,1240,1.294,7.78,1.01,101,135,0.983,30.3,74
4,4.43,162,6335,5600,718,1477,309,39,108,676,130,35,571,1085,0.264,0.335,0.391,0.725,116,126,0.981,28,4.58,4.19,162,6,9,43,1448,1482,742,674,147,514,1126,1.378,7,0.91,116,126,0.981,30,77
4,4.05,162,6144,5465,656,1361,266,40,128,625,130,44,502,1095,0.249,0.314,0.383,0.697,87,159,0.986,28.4,4.02,3.7,162,8,19,36,1453,1438,652,597,135,545,1106,1.365,6.85,0.84,87,159,0.986,29.5,79
